"Estación","Título","latitud","longitud","Fecha","Periodo","SO2","NO","NO2","CO","PM10","O3","dd","vv","TMP","HR","PRB","RS","LL","BEN","TOL","MXIL","PM25"
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",17,2,3,25,NA,5,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",16,2,3,23,NA,4,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",15,2,4,30,NA,4,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",14,2,5,30,NA,11,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",13,2,5,31,NA,5,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",12,1,5,30,NA,3,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",11,2,4,28,NA,3,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",10,2,2,19,NA,3,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",9,2,2,15,NA,2,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",8,2,1,12,NA,4,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",7,2,2,11,NA,3,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",6,2,1,9,NA,2,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",5,2,1,7,NA,2,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",4,2,1,6,NA,2,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",3,2,1,5,NA,2,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",2,2,1,6,NA,2,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-05",1,2,1,7,NA,2,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",24,2,1,9,NA,4,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",23,3,1,14,NA,2,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",22,3,2,19,NA,4,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",21,3,2,22,NA,5,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",20,2,4,29,NA,7,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",19,2,5,32,NA,7,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",18,2,6,32,NA,4,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",17,3,5,32,NA,6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",16,3,6,33,NA,8,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",15,2,6,37,NA,7,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",14,2,6,36,NA,6,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",13,2,7,37,NA,7,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",12,2,8,39,NA,7,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",11,2,13,38,NA,9,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",10,1,6,35,NA,13,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",9,2,19,50,NA,7,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",8,2,13,38,NA,2,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",7,1,3,18,NA,2,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",6,2,2,11,NA,2,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",5,2,1,8,NA,2,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",4,1,1,7,NA,2,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",3,2,2,7,NA,3,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",2,3,1,11,NA,14,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-04",1,2,1,11,NA,7,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-03",24,3,1,14,NA,9,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-03",23,3,1,17,NA,11,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-03",22,3,1,17,NA,11,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-03",21,3,2,23,NA,15,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-03",20,4,2,26,NA,19,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-03",19,3,3,24,NA,17,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-03",18,2,3,23,NA,8,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-03",17,2,3,25,NA,20,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-03",16,2,2,25,NA,33,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-03",15,2,3,26,NA,27,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-03",14,6,5,33,NA,16,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-03",13,3,3,27,NA,18,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-03",12,5,5,29,NA,12,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Estación Avenida Hermanos Felgueroso",43.535061,-5.658123,"2020-12-03",11,5,4,30,NA,9,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-10",12,7,10,36,0.39,42,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-10",11,7,7,29,0.33,37,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-10",10,7,8,31,0.32,33,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-10",9,7,6,31,0.31,34,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-10",8,6,7,29,0.33,20,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-10",7,6,4,22,0.47,21,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-10",6,7,2,15,0.53,19,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-10",5,6,1,14,0.68,15,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-10",4,5,1,11,0.63,25,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-10",3,5,1,9,0.53,22,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-10",2,4,1,7,0.48,7,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-10",1,6,1,4,0.32,3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",24,6,1,7,0.3,6,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",23,6,1,11,0.36,7,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",22,6,3,17,0.37,4,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",21,7,7,29,0.46,9,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",20,8,21,47,0.52,15,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",19,8,34,70,0.65,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",18,8,16,55,0.43,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",17,8,21,60,0.47,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",16,9,28,58,0.56,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",12,1,28,43,0.47,17,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",11,1,33,46,0.54,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",10,1,35,49,0.55,13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",9,1,53,57,0.75,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",8,1,45,55,0.56,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",7,1,14,34,0.43,11,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",6,1,3,15,0.4,6,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",5,1,1,9,0.36,6,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",4,1,1,5,0.33,7,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",3,1,1,4,0.35,11,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",2,1,1,4,0.31,4,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-09",1,1,2,6,0.35,6,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",24,1,3,11,0.38,6,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",23,1,1,8,0.34,5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",22,1,2,15,0.38,5,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",21,1,6,27,0.43,5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",20,1,4,30,0.43,8,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",19,1,9,30,0.46,11,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",18,1,7,35,0.52,10,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",17,1,4,24,0.38,7,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",16,1,4,18,0.33,5,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",15,1,4,14,0.34,8,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",14,1,10,23,0.39,8,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",13,1,11,22,0.4,5,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",12,1,9,22,0.39,8,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",11,1,4,28,0.46,14,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",10,1,2,16,0.35,5,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",9,1,4,13,0.31,6,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",8,1,2,11,0.34,3,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",7,2,2,10,0.3,2,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",6,2,1,6,0.29,5,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",5,2,1,4,0.33,9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",4,1,1,7,0.38,8,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",3,2,1,4,0.32,11,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",2,2,1,6,0.42,14,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-08",1,1,1,10,0.39,24,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",24,2,1,9,0.35,10,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",23,1,1,7,0.3,11,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",22,2,1,13,0.37,16,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",21,3,2,15,0.38,10,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",20,2,3,16,0.4,21,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",19,2,3,17,0.33,16,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",18,2,3,16,0.41,22,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",17,2,3,16,0.42,20,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",16,2,2,11,0.35,9,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",15,2,2,12,0.43,7,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",14,2,3,16,0.44,12,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",13,2,8,22,0.41,10,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",12,3,3,18,0.54,15,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",11,2,2,15,0.34,9,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",10,2,3,14,0.29,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",9,2,2,15,0.33,7,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",8,2,1,17,0.43,10,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",7,2,2,19,0.39,10,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",6,2,1,11,0.48,5,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",5,1,1,7,0.34,17,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",4,1,1,4,0.33,21,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",3,2,1,10,0.6,15,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",2,1,1,7,0.38,5,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-07",1,1,1,7,0.39,7,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",24,1,1,14,0.38,9,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",23,1,1,12,0.35,6,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",22,2,3,22,0.44,7,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",21,2,8,33,0.47,6,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",20,2,11,32,0.48,8,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",19,2,9,32,0.5,10,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",18,2,9,33,0.49,9,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",17,1,4,24,0.38,7,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",16,2,4,22,0.44,6,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",15,2,4,20,0.41,5,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",14,2,7,23,0.37,6,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",13,2,5,19,0.36,6,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",12,2,6,20,0.4,6,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",11,2,4,16,0.33,7,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",10,1,3,11,0.34,5,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",9,2,2,11,0.3,5,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",8,3,1,10,0.32,9,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",7,3,1,9,0.36,8,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",6,3,1,6,0.34,2,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",5,3,1,4,0.31,6,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",4,4,1,3,0.29,10,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",3,4,1,2,0.3,1,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",2,5,1,3,0.29,5,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-06",1,4,1,3,0.29,9,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",24,4,1,4,0.33,7,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",23,4,1,5,0.31,8,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",22,5,2,11,0.34,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
