"Estación","Título","latitud","longitud","Fecha","Periodo","SO2","NO","NO2","CO","PM10","O3","dd","vv","TMP","HR","PRB","RS","LL","BEN","TOL","MXIL","PM25"
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",21,6,5,22,0.38,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",20,6,4,22,0.41,17,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",19,5,6,25,0.4,12,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",18,5,6,22,0.36,8,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",17,5,6,23,0.38,7,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",16,5,5,19,0.35,7,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",15,6,7,23,0.39,12,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",14,6,7,23,0.36,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",13,6,9,24,0.37,7,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",12,6,13,27,0.4,5,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",11,6,9,25,0.39,9,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",10,6,5,17,0.33,13,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",9,5,3,15,0.33,5,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",8,5,3,12,0.3,5,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",7,5,2,10,0.3,8,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",6,5,1,7,0.31,7,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",5,4,1,4,0.31,4,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",4,5,1,3,0.31,1,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",3,4,1,3,0.3,4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",2,5,1,5,0.31,7,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-05",1,5,1,4,0.33,5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",24,5,1,5,0.31,8,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",23,6,1,8,0.33,4,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",22,6,3,15,0.38,2,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",21,6,6,22,0.38,6,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",20,7,8,27,0.39,10,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",19,6,11,33,0.42,14,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",18,7,11,31,0.37,7,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",17,7,12,31,0.38,6,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",16,6,16,36,0.42,10,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",15,6,15,31,0.36,6,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",14,7,25,41,0.42,7,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",13,7,22,39,0.39,9,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",12,7,18,34,0.37,15,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",11,6,19,34,0.4,5,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",10,6,17,34,0.34,5,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",9,7,23,38,0.36,5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",8,9,23,41,0.4,8,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",7,8,11,24,0.36,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",6,8,1,7,0.29,2,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",5,7,1,4,0.28,6,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",4,8,1,3,0.28,11,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",3,7,1,2,0.3,7,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",2,7,1,7,0.42,9,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-04",1,7,1,6,0.37,8,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-03",24,8,1,10,0.43,11,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-03",23,7,1,12,0.51,11,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-03",22,7,1,13,0.5,15,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-03",21,7,3,17,0.56,14,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-03",20,8,4,20,0.58,20,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-03",19,7,3,15,0.33,10,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-03",18,8,4,16,0.33,16,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-03",17,8,4,18,0.34,10,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-03",16,8,3,18,0.37,14,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-03",15,9,4,18,0.35,12,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-03",14,11,7,28,0.56,13,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-03",13,9,8,21,0.35,10,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-03",12,9,8,25,0.37,8,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-03",11,9,9,24,0.38,9,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Estación Avenida Castilla",43.53794,-5.645951,"2020-12-03",10,9,17,35,0.47,10,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
